#date;pid;id;http method;host;URL;HTTP status;size;duration;transaction;match;error;tag
1399387464.407916;<0.158.0>;55;get;staging-lpa.service.dsd.io;/;200;13118;189.817;-;;;
1399387464.419502;<0.196.0>;81;get;staging-lpa.service.dsd.io;/;200;13110;184.279;-;;;
1399387464.538854;<0.191.0>;78;get;staging-lpa.service.dsd.io;/;200;13118;191.736;-;;;
1399387464.539971;<0.267.0>;133;get;staging-lpa.service.dsd.io;/;200;13103;203.857;-;;;
1399387464.607869;<0.230.0>;106;get;staging-lpa.service.dsd.io;/;200;13118;189.761;-;;;
1399387464.676772;<0.210.0>;92;get;staging-lpa.service.dsd.io;/;200;13103;186.631;-;;;
1399387464.679401;<0.213.0>;94;get;staging-lpa.service.dsd.io;/;200;13103;187.312;-;;;
1399387464.738737;<0.184.0>;74;get;staging-lpa.service.dsd.io;/;200;13103;191.548;-;;;
1399387464.811123;<0.277.0>;141;get;staging-lpa.service.dsd.io;/;200;13118;174.996;-;;;
1399387464.863379;<0.135.0>;35;get;staging-lpa.service.dsd.io;/;200;13118;180.277;-;;;
1399387464.885789;<0.168.0>;63;get;staging-lpa.service.dsd.io;/;200;13103;184.655;-;;;
1399387465.010792;<0.236.0>;112;get;staging-lpa.service.dsd.io;/;200;13118;178.677;-;;;
1399387465.203582;<0.309.0>;164;get;staging-lpa.service.dsd.io;/;200;13118;217.465;-;;;
1399387465.211954;<0.170.0>;65;get;staging-lpa.service.dsd.io;/;200;13110;185.830;-;;;
1399387465.221071;<0.297.0>;155;get;staging-lpa.service.dsd.io;/;200;13118;180.960;-;;;
1399387465.272713;<0.276.0>;140;get;staging-lpa.service.dsd.io;/;200;13118;195.179;-;;;
1399387465.299714;<0.193.0>;80;get;staging-lpa.service.dsd.io;/;200;13125;190.490;-;;;
1399387465.301443;<0.294.0>;152;get;staging-lpa.service.dsd.io;/;200;13103;192.307;-;;;
1399387465.319122;<0.211.0>;93;get;staging-lpa.service.dsd.io;/;200;13118;179.022;-;;;
1399387465.462949;<0.245.0>;120;get;staging-lpa.service.dsd.io;/;200;13118;186.774;-;;;
1399387465.522997;<0.271.0>;136;get;staging-lpa.service.dsd.io;/;200;13111;200.852;-;;;
1399387465.524782;<0.279.0>;142;get;staging-lpa.service.dsd.io;/;200;13103;226.648;-;;;
1399387465.527871;<0.141.0>;41;get;staging-lpa.service.dsd.io;/;200;13118;229.675;-;;;
1399387465.534301;<0.222.0>;102;get;staging-lpa.service.dsd.io;/;200;13118;231.158;-;;;
1399387465.54799;<0.302.0>;158;get;staging-lpa.service.dsd.io;/;200;13103;189.559;-;;;
1399387465.549503;<0.98.0>;5;get;staging-lpa.service.dsd.io;/;200;13103;197.381;-;;;
1399387465.568861;<0.131.0>;31;get;staging-lpa.service.dsd.io;/;200;13103;196.767;-;;;
1399387465.622484;<0.258.0>;127;get;staging-lpa.service.dsd.io;/;200;13118;212.364;-;;;
1399387465.627589;<0.254.0>;125;get;staging-lpa.service.dsd.io;/;200;13118;215.491;-;;;
1399387465.628766;<0.303.0>;159;get;staging-lpa.service.dsd.io;/;200;13118;211.636;-;;;
1399387465.630719;<0.338.0>;186;get;staging-lpa.service.dsd.io;/;200;13118;221.613;-;;;
1399387465.634475;<0.307.0>;163;get;staging-lpa.service.dsd.io;/;200;13111;196.370;-;;;
1399387465.667077;<0.100.0>;7;get;staging-lpa.service.dsd.io;/;200;13110;183.957;-;;;
1399387465.703932;<0.169.0>;64;get;staging-lpa.service.dsd.io;/;200;13103;184.816;-;;;
1399387465.764664;<0.226.0>;105;get;staging-lpa.service.dsd.io;/;200;13118;181.503;-;;;
1399387465.79455;<0.192.0>;79;get;staging-lpa.service.dsd.io;/;200;13111;223.430;-;;;
1399387465.829909;<0.348.0>;191;get;staging-lpa.service.dsd.io;/;200;13103;195.668;-;;;
1399387465.907406;<0.124.0>;25;get;staging-lpa.service.dsd.io;/;200;13118;203.133;-;;;
1399387465.960128;<0.372.0>;203;get;staging-lpa.service.dsd.io;/;200;13118;202.450;-;;;
1399387465.962843;<0.264.0>;132;get;staging-lpa.service.dsd.io;/;200;13111;180.743;-;;;
1399387465.964806;<0.146.0>;44;get;staging-lpa.service.dsd.io;/;200;13118;207.064;-;;;
1399387466.059724;<0.292.0>;151;get;staging-lpa.service.dsd.io;/;200;13125;230.893;-;;;
1399387466.061291;<0.296.0>;154;get;staging-lpa.service.dsd.io;/;200;13118;228.156;-;;;
1399387466.062454;<0.207.0>;90;get;staging-lpa.service.dsd.io;/;200;13111;238.362;-;;;
1399387466.066831;<0.115.0>;17;get;staging-lpa.service.dsd.io;/;200;13118;197.655;-;;;
1399387466.068404;<0.244.0>;119;get;staging-lpa.service.dsd.io;/;200;13118;199.272;-;;;
1399387466.120578;<0.366.0>;199;get;staging-lpa.service.dsd.io;/;200;13111;202.208;-;;;
1399387466.125305;<0.204.0>;88;get;staging-lpa.service.dsd.io;/;200;13125;191.212;-;;;
1399387466.149062;<0.306.0>;162;get;staging-lpa.service.dsd.io;/;200;13118;228.548;-;;;
1399387466.184634;<0.328.0>;177;get;staging-lpa.service.dsd.io;/;200;13125;207.419;-;;;
1399387466.184692;<0.381.0>;210;get;staging-lpa.service.dsd.io;/;200;13125;204.197;-;;;
1399387466.203938;<0.317.0>;172;get;staging-lpa.service.dsd.io;/;200;13118;197.806;-;;;
1399387466.223045;<0.110.0>;13;get;staging-lpa.service.dsd.io;/;200;13118;184.937;-;;;
1399387466.269196;<0.270.0>;135;get;staging-lpa.service.dsd.io;/;200;13110;200.967;-;;;
1399387466.299705;<0.165.0>;61;get;staging-lpa.service.dsd.io;/;200;13117;194.570;-;;;
1399387466.30448;<0.288.0>;148;get;staging-lpa.service.dsd.io;/;200;13118;184.743;-;;;
1399387466.359795;<0.134.0>;34;get;staging-lpa.service.dsd.io;/;200;13110;185.615;-;;;
1399387466.393306;<0.389.0>;215;get;staging-lpa.service.dsd.io;/;200;13111;187.169;-;;;
1399387466.471876;<0.314.0>;169;get;staging-lpa.service.dsd.io;/;200;13118;202.768;-;;;
1399387466.473077;<0.380.0>;209;get;staging-lpa.service.dsd.io;/;200;13125;203.769;-;;;
1399387466.474159;<0.232.0>;108;get;staging-lpa.service.dsd.io;/;200;13118;210.065;-;;;
1399387466.500945;<0.335.0>;183;get;staging-lpa.service.dsd.io;/;200;13125;187.804;-;;;
1399387466.515015;<0.262.0>;130;get;staging-lpa.service.dsd.io;/;200;13118;202.866;-;;;
1399387466.529032;<0.284.0>;146;get;staging-lpa.service.dsd.io;/;200;13118;192.947;-;;;
1399387466.532731;<0.319.0>;174;get;staging-lpa.service.dsd.io;/;200;13111;211.644;-;;;
1399387466.53298;<0.344.0>;188;get;staging-lpa.service.dsd.io;/;200;13118;214.850;-;;;
1399387466.630533;<0.398.0>;219;get;staging-lpa.service.dsd.io;/;200;13118;191.351;-;;;
1399387466.720357;<0.382.0>;211;get;staging-lpa.service.dsd.io;/;200;13118;219.087;-;;;
1399387466.721189;<0.300.0>;157;get;staging-lpa.service.dsd.io;/;200;13117;229.073;-;;;
1399387466.722167;<0.150.0>;48;get;staging-lpa.service.dsd.io;/;200;13125;221.646;-;;;
1399387466.727777;<0.444.0>;243;get;staging-lpa.service.dsd.io;/;200;13118;210.630;-;;;
1399387466.729103;<0.383.0>;212;get;staging-lpa.service.dsd.io;/;200;13118;248.989;-;;;
1399387466.729951;<0.312.0>;167;get;staging-lpa.service.dsd.io;/;200;13125;264.829;-;;;
1399387466.731756;<0.255.0>;126;get;staging-lpa.service.dsd.io;/;200;13111;244.026;-;;;
1399387466.746431;<0.224.0>;104;get;staging-lpa.service.dsd.io;/;200;13110;191.332;-;;;
1399387466.793702;<0.392.0>;217;get;staging-lpa.service.dsd.io;/;200;13118;211.601;-;;;
1399387466.796267;<0.330.0>;178;get;staging-lpa.service.dsd.io;/;200;13111;217.138;-;;;
1399387466.797368;<0.438.0>;239;get;staging-lpa.service.dsd.io;/;200;13118;226.266;-;;;
1399387466.804005;<0.274.0>;139;get;staging-lpa.service.dsd.io;/;200;13111;230.925;-;;;
1399387466.839328;<0.153.0>;50;get;staging-lpa.service.dsd.io;/;200;13110;192.203;-;;;
1399387466.879213;<0.252.0>;123;get;staging-lpa.service.dsd.io;/;200;13111;223.106;-;;;
1399387466.880285;<0.412.0>;225;get;staging-lpa.service.dsd.io;/;200;13118;216.171;-;;;
1399387466.928094;<0.240.0>;116;get;staging-lpa.service.dsd.io;/;200;13118;206.768;-;;;
1399387466.929239;<0.455.0>;248;get;staging-lpa.service.dsd.io;/;200;13118;210.133;-;;;
1399387466.929666;<0.273.0>;138;get;staging-lpa.service.dsd.io;/;200;13103;216.537;-;;;
1399387466.972329;<0.216.0>;96;get;staging-lpa.service.dsd.io;/;200;13118;183.210;-;;;
1399387467.044392;<0.343.0>;187;get;staging-lpa.service.dsd.io;/;200;13110;191.258;-;;;
1399387467.055498;<0.96.0>;3;get;staging-lpa.service.dsd.io;/;200;13118;191.390;-;;;
1399387467.094556;<0.217.0>;97;get;staging-lpa.service.dsd.io;/;200;13118;195.406;-;;;
1399387467.139389;<0.246.0>;121;get;staging-lpa.service.dsd.io;/;200;13110;186.260;-;;;
1399387467.201381;<0.201.0>;86;get;staging-lpa.service.dsd.io;/;200;13125;212.214;-;;;
1399387467.240929;<0.140.0>;40;get;staging-lpa.service.dsd.io;/;200;13118;205.784;-;;;
1399387467.241947;<0.367.0>;200;get;staging-lpa.service.dsd.io;/;200;13125;218.795;-;;;
1399387467.265549;<0.391.0>;216;get;staging-lpa.service.dsd.io;/;200;13103;189.413;-;;;
1399387467.297058;<0.378.0>;208;get;staging-lpa.service.dsd.io;/;200;13118;198.911;-;;;
1399387467.400433;<0.468.0>;256;get;staging-lpa.service.dsd.io;/;200;13125;219.272;-;;;
1399387467.403841;<0.376.0>;206;get;staging-lpa.service.dsd.io;/;200;13118;207.689;-;;;
1399387467.533955;<0.283.0>;145;get;staging-lpa.service.dsd.io;/;200;13125;269.787;-;;;
1399387467.544416;<0.450.0>;246;get;staging-lpa.service.dsd.io;/;200;13118;277.323;-;;;
1399387467.54542;<0.448.0>;244;get;staging-lpa.service.dsd.io;/;200;13125;245.565;-;;;
1399387467.549503;<0.482.0>;264;get;staging-lpa.service.dsd.io;/;200;13118;314.407;-;;;
1399387467.551334;<0.449.0>;245;get;staging-lpa.service.dsd.io;/;200;13125;270.203;-;;;
1399387467.553483;<0.480.0>;262;get;staging-lpa.service.dsd.io;/;200;13118;282.389;-;;;
1399387467.554013;<0.481.0>;263;get;staging-lpa.service.dsd.io;/;200;13111;298.159;-;;;
1399387467.569804;<0.157.0>;54;get;staging-lpa.service.dsd.io;/;200;13103;195.335;-;;;
1399387467.662289;<0.504.0>;278;get;staging-lpa.service.dsd.io;/;200;13110;222.154;-;;;
1399387467.665387;<0.145.0>;43;get;staging-lpa.service.dsd.io;/;200;13118;184.276;-;;;
1399387467.692064;<0.176.0>;69;get;staging-lpa.service.dsd.io;/;200;13118;180.925;-;;;
1399387467.736088;<0.347.0>;190;get;staging-lpa.service.dsd.io;/;200;13103;190.732;-;;;
1399387467.787675;<0.518.0>;288;get;staging-lpa.service.dsd.io;/;200;13110;175.479;-;;;
1399387467.861612;<0.316.0>;171;get;staging-lpa.service.dsd.io;/;200;13118;212.451;-;;;
1399387467.862177;<0.364.0>;198;get;staging-lpa.service.dsd.io;/;200;13103;209.055;-;;;
1399387467.867167;<0.221.0>;101;get;staging-lpa.service.dsd.io;/;200;13103;206.037;-;;;
1399387467.906991;<0.334.0>;182;get;staging-lpa.service.dsd.io;/;200;13111;197.338;-;;;
1399387467.925586;<0.333.0>;181;get;staging-lpa.service.dsd.io;/;200;13103;192.423;-;;;
1399387467.934932;<0.405.0>;223;get;staging-lpa.service.dsd.io;/;200;13110;189.797;-;;;
1399387467.959853;<0.182.0>;72;get;staging-lpa.service.dsd.io;/;200;13103;192.687;-;;;
1399387467.963607;<0.263.0>;131;get;staging-lpa.service.dsd.io;/;200;13103;211.454;-;;;
1399387468.129638;<0.238.0>;114;get;staging-lpa.service.dsd.io;/;200;13118;309.505;-;;;
1399387468.129916;<0.147.0>;45;get;staging-lpa.service.dsd.io;/;200;13118;298.806;-;;;
1399387468.133384;<0.545.0>;302;get;staging-lpa.service.dsd.io;/;200;13111;256.084;-;;;
1399387468.13355;<0.514.0>;285;get;staging-lpa.service.dsd.io;/;200;13125;307.444;-;;;
1399387468.134655;<0.440.0>;241;get;staging-lpa.service.dsd.io;/;200;13125;293.563;-;;;
1399387468.142971;<0.311.0>;166;get;staging-lpa.service.dsd.io;/;200;13118;309.858;-;;;
1399387468.144252;<0.431.0>;237;get;staging-lpa.service.dsd.io;/;200;13125;289.162;-;;;
1399387468.14553;<0.467.0>;255;get;staging-lpa.service.dsd.io;/;200;13125;319.413;-;;;
1399387468.146163;<0.95.0>;2;get;staging-lpa.service.dsd.io;/;200;13125;329.034;-;;;
1399387468.147415;<0.544.0>;301;get;staging-lpa.service.dsd.io;/;200;13103;254.286;-;;;
1399387468.148157;<0.125.0>;26;get;staging-lpa.service.dsd.io;/;200;13125;299.040;-;;;
1399387468.148661;<0.336.0>;184;get;staging-lpa.service.dsd.io;/;200;13118;278.558;-;;;
1399387468.153425;<0.442.0>;242;get;staging-lpa.service.dsd.io;/;200;13117;222.329;-;;;
1399387468.154094;<0.454.0>;247;get;staging-lpa.service.dsd.io;/;200;13118;224.981;-;;;
1399387468.155999;<0.243.0>;118;get;staging-lpa.service.dsd.io;/;200;13125;235.882;-;;;
1399387468.1568;<0.299.0>;156;get;staging-lpa.service.dsd.io;/;200;13118;216.628;-;;;
1399387468.158354;<0.187.0>;77;get;staging-lpa.service.dsd.io;/;200;13125;250.256;-;;;
1399387468.162827;<0.423.0>;232;get;staging-lpa.service.dsd.io;/;200;13118;198.723;-;;;
1399387468.210957;<0.486.0>;267;get;staging-lpa.service.dsd.io;/;200;13118;207.847;-;;;
1399387468.237448;<0.517.0>;287;get;staging-lpa.service.dsd.io;/;200;13118;197.347;-;;;
1399387468.268737;<0.313.0>;168;get;staging-lpa.service.dsd.io;/;200;13110;201.602;-;;;
1399387468.28633;<0.493.0>;272;get;staging-lpa.service.dsd.io;/;200;13103;195.566;-;;;
1399387468.322932;<0.386.0>;214;get;staging-lpa.service.dsd.io;/;200;13118;196.827;-;;;
1399387468.323908;<0.429.0>;235;get;staging-lpa.service.dsd.io;/;200;13111;196.813;-;;;
1399387468.338439;<0.428.0>;234;get;staging-lpa.service.dsd.io;/;200;13103;182.189;-;;;
1399387468.424153;<0.502.0>;276;get;staging-lpa.service.dsd.io;/;200;13118;193.987;-;;;
1399387468.425119;<0.281.0>;144;get;staging-lpa.service.dsd.io;/;200;13118;208.990;-;;;
1399387468.429666;<0.503.0>;277;get;staging-lpa.service.dsd.io;/;200;13118;216.580;-;;;
1399387468.464632;<0.360.0>;195;get;staging-lpa.service.dsd.io;/;200;13110;196.136;-;;;
1399387468.470812;<0.332.0>;180;get;staging-lpa.service.dsd.io;/;200;13118;180.721;-;;;
1399387468.481223;<0.598.0>;325;get;staging-lpa.service.dsd.io;/;200;13110;176.117;-;;;
1399387468.49514;<0.520.0>;289;get;staging-lpa.service.dsd.io;/;200;13118;193.017;-;;;
1399387468.564177;<0.363.0>;197;get;staging-lpa.service.dsd.io;/;200;13110;181.064;-;;;
1399387468.602175;<0.310.0>;165;get;staging-lpa.service.dsd.io;/;200;13118;183.087;-;;;
1399387468.689088;<0.543.0>;300;get;staging-lpa.service.dsd.io;/;200;13103;201.884;-;;;
1399387468.710221;<0.607.0>;331;get;staging-lpa.service.dsd.io;/;200;13118;177.103;-;;;
1399387468.767638;<0.251.0>;122;get;staging-lpa.service.dsd.io;/;200;13118;182.485;-;;;
1399387468.812114;<0.237.0>;113;get;staging-lpa.service.dsd.io;/;200;13118;204.939;-;;;
1399387468.813403;<0.611.0>;333;get;staging-lpa.service.dsd.io;/;200;13111;201.319;-;;;
1399387468.818061;<0.525.0>;290;get;staging-lpa.service.dsd.io;/;200;13118;214.952;-;;;
1399387468.894364;<0.621.0>;338;get;staging-lpa.service.dsd.io;/;200;13118;185.193;-;;;
1399387468.908175;<0.492.0>;271;get;staging-lpa.service.dsd.io;/;200;13118;188.089;-;;;
1399387468.922717;<0.554.0>;308;get;staging-lpa.service.dsd.io;/;200;13103;190.615;-;;;
1399387468.936575;<0.491.0>;270;get;staging-lpa.service.dsd.io;/;200;13118;189.453;-;;;
1399387468.955211;<0.369.0>;202;get;staging-lpa.service.dsd.io;/;200;13110;180.000;-;;;
1399387469.005588;<0.594.0>;322;get;staging-lpa.service.dsd.io;/;200;13103;189.446;-;;;
1399387469.018463;<0.563.0>;312;get;staging-lpa.service.dsd.io;/;200;13111;192.339;-;;;
1399387469.048044;<0.528.0>;291;get;staging-lpa.service.dsd.io;/;200;13110;198.916;-;;;
1399387469.065967;<0.235.0>;111;get;staging-lpa.service.dsd.io;/;200;13110;186.744;-;;;
1399387469.098244;<0.384.0>;213;get;staging-lpa.service.dsd.io;/;200;13118;196.817;-;;;
1399387469.150198;<0.289.0>;149;get;staging-lpa.service.dsd.io;/;200;13110;205.083;-;;;
1399387469.150681;<0.186.0>;76;get;staging-lpa.service.dsd.io;/;200;13118;223.539;-;;;
1399387469.161171;<0.268.0>;134;get;staging-lpa.service.dsd.io;/;200;13110;194.045;-;;;
1399387469.169566;<0.361.0>;196;get;staging-lpa.service.dsd.io;/;200;13111;201.464;-;;;
1399387469.223133;<0.198.0>;83;get;staging-lpa.service.dsd.io;/;200;13118;190.991;-;;;
1399387469.25533;<0.610.0>;332;get;staging-lpa.service.dsd.io;/;200;13118;187.223;-;;;
1399387469.310046;<0.532.0>;294;get;staging-lpa.service.dsd.io;/;200;13118;183.931;-;;;
1399387469.321054;<0.475.0>;260;get;staging-lpa.service.dsd.io;/;200;13110;186.957;-;;;
1399387469.347151;<0.508.0>;282;get;staging-lpa.service.dsd.io;/;200;13118;193.058;-;;;
1399387469.403073;<0.512.0>;284;get;staging-lpa.service.dsd.io;/;200;13118;215.781;-;;;
1399387469.42538;<0.346.0>;189;get;staging-lpa.service.dsd.io;/;200;13125;195.260;-;;;
1399387469.432346;<0.352.0>;192;get;staging-lpa.service.dsd.io;/;200;13103;221.247;-;;;
1399387469.442714;<0.149.0>;47;get;staging-lpa.service.dsd.io;/;200;13118;183.597;-;;;
1399387469.527626;<0.148.0>;46;get;staging-lpa.service.dsd.io;/;200;13118;195.462;-;;;
1399387469.530286;<0.417.0>;229;get;staging-lpa.service.dsd.io;/;200;13118;200.156;-;;;
1399387469.547927;<0.551.0>;305;get;staging-lpa.service.dsd.io;/;200;13118;194.789;-;;;
1399387469.605048;<0.541.0>;299;get;staging-lpa.service.dsd.io;/;200;13118;190.924;-;;;
1399387469.619068;<0.672.0>;366;get;staging-lpa.service.dsd.io;/;200;13118;184.972;-;;;
1399387469.684119;<0.215.0>;95;get;staging-lpa.service.dsd.io;/;200;13118;186.002;-;;;
1399387469.769592;<0.466.0>;254;get;staging-lpa.service.dsd.io;/;200;13111;182.439;-;;;
1399387469.773182;<0.637.0>;350;get;staging-lpa.service.dsd.io;/;200;13118;195.080;-;;;
1399387469.800026;<0.516.0>;286;get;staging-lpa.service.dsd.io;/;200;13118;191.798;-;;;
1399387469.847349;<0.670.0>;365;get;staging-lpa.service.dsd.io;/;200;13103;193.229;-;;;
1399387469.849122;<0.652.0>;356;get;staging-lpa.service.dsd.io;/;200;13103;200.984;-;;;
1399387469.86828;<0.582.0>;318;get;staging-lpa.service.dsd.io;/;200;13125;189.114;-;;;
1399387469.876638;<0.720.0>;398;get;staging-lpa.service.dsd.io;/;200;13103;203.518;-;;;
1399387469.894347;<0.488.0>;269;get;staging-lpa.service.dsd.io;/;200;13111;178.899;-;;;
1399387469.894975;<0.719.0>;397;get;staging-lpa.service.dsd.io;/;200;13125;211.869;-;;;
1399387469.968137;<0.613.0>;334;get;staging-lpa.service.dsd.io;/;200;13118;192.997;-;;;
1399387469.989611;<0.122.0>;23;get;staging-lpa.service.dsd.io;/;200;13111;184.512;-;;;
1399387469.992483;<0.712.0>;392;get;staging-lpa.service.dsd.io;/;200;13111;191.373;-;;;
1399387470.033253;<0.497.0>;275;get;staging-lpa.service.dsd.io;/;200;13118;191.116;-;;;
1399387470.042086;<0.474.0>;259;get;staging-lpa.service.dsd.io;/;200;13111;181.982;-;;;
1399387470.067689;<0.566.0>;313;get;staging-lpa.service.dsd.io;/;200;13118;190.584;-;;;
1399387470.06923;<0.606.0>;330;get;staging-lpa.service.dsd.io;/;200;13118;195.125;-;;;
1399387470.116179;<0.199.0>;84;get;staging-lpa.service.dsd.io;/;200;13118;185.047;-;;;
1399387470.157763;<0.603.0>;328;get;staging-lpa.service.dsd.io;/;200;13118;188.647;-;;;
1399387470.207421;<0.305.0>;161;get;staging-lpa.service.dsd.io;/;200;13118;200.209;-;;;
1399387470.208336;<0.710.0>;391;get;staging-lpa.service.dsd.io;/;200;13111;190.992;-;;;
1399387470.231155;<0.164.0>;60;get;staging-lpa.service.dsd.io;/;200;13118;199.018;-;;;
1399387470.263192;<0.703.0>;386;get;staging-lpa.service.dsd.io;/;200;13103;193.774;-;;;
1399387470.264715;<0.459.0>;251;get;staging-lpa.service.dsd.io;/;200;13125;213.626;-;;;
1399387470.302341;<0.726.0>;403;get;staging-lpa.service.dsd.io;/;200;13125;195.204;-;;;
1399387470.323094;<0.175.0>;68;get;staging-lpa.service.dsd.io;/;200;13118;195.967;-;;;
1399387470.387932;<0.706.0>;388;get;staging-lpa.service.dsd.io;/;200;13118;223.769;-;;;
1399387470.388466;<0.724.0>;401;get;staging-lpa.service.dsd.io;/;200;13118;208.353;-;;;
1399387470.389615;<0.404.0>;222;get;staging-lpa.service.dsd.io;/;200;13111;209.513;-;;;
1399387470.393459;<0.479.0>;261;get;staging-lpa.service.dsd.io;/;200;13118;202.348;-;;;
1399387470.427435;<0.628.0>;343;get;staging-lpa.service.dsd.io;/;200;13118;190.313;-;;;
1399387470.448995;<0.108.0>;11;get;staging-lpa.service.dsd.io;/;200;13118;188.882;-;;;
1399387470.479327;<0.531.0>;293;get;staging-lpa.service.dsd.io;/;200;13111;191.206;-;;;
1399387470.482421;<0.751.0>;414;get;staging-lpa.service.dsd.io;/;200;13118;182.307;-;;;
1399387470.504151;<0.285.0>;147;get;staging-lpa.service.dsd.io;/;200;13103;551.985;-;;;
1399387470.564339;<0.234.0>;110;get;staging-lpa.service.dsd.io;/;200;13118;203.187;-;;;
1399387470.567781;<0.465.0>;253;get;staging-lpa.service.dsd.io;/;200;13118;205.686;-;;;
1399387470.606409;<0.581.0>;317;get;staging-lpa.service.dsd.io;/;200;13103;205.228;-;;;
1399387470.608129;<0.686.0>;374;get;staging-lpa.service.dsd.io;/;200;13111;206.020;-;;;
1399387470.611073;<0.464.0>;252;get;staging-lpa.service.dsd.io;/;200;13103;209.941;-;;;
1399387470.621872;<0.374.0>;205;get;staging-lpa.service.dsd.io;/;200;13118;184.772;-;;;
1399387470.627973;<0.580.0>;316;get;staging-lpa.service.dsd.io;/;200;13111;203.856;-;;;
1399387470.696959;<0.799.0>;439;get;staging-lpa.service.dsd.io;/;200;13110;192.742;-;;;
1399387470.698141;<0.790.0>;435;get;staging-lpa.service.dsd.io;/;200;13125;211.027;-;;;
1399387470.77509;<0.759.0>;417;get;staging-lpa.service.dsd.io;/;200;13110;189.976;-;;;
1399387470.818531;<0.327.0>;176;get;staging-lpa.service.dsd.io;/;200;13118;195.412;-;;;
1399387470.821688;<0.106.0>;10;get;staging-lpa.service.dsd.io;/;200;13125;216.590;-;;;
1399387470.83195;<0.470.0>;258;get;staging-lpa.service.dsd.io;/;200;13103;175.850;-;;;
1399387470.859592;<0.749.0>;413;get;staging-lpa.service.dsd.io;/;200;13118;184.504;-;;;
1399387470.962304;<0.693.0>;379;get;staging-lpa.service.dsd.io;/;200;13118;199.842;-;;;
